Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Fast Track Into Information Technology Company,Add Members,2026-05-25 14:29:04.795000Z,170331M,Completed,Active
Kerrigan Sheanon Newman Unlimited Company,Add Members,2026-05-25 14:26:59.436000Z,172453M,Submitted,Active
Qualio,Add Members,2026-05-25 14:21:28.461000Z,170458M,Completed,Active
Datalec Precision Installations Limited,Add Members,2026-05-25 14:20:47.606000Z,171179M,Completed,Active
Tolka Area Partnership,Add Members,2026-05-25 14:19:46.750000Z,171072M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 14:13:15.980000Z,170243M,Completed,Active
Wallace Financial Consultants Ltd,Add Members,2026-05-25 13:52:58.631000Z,172423M,Received,Active
PWC,Add Members,2026-05-25 13:52:16.968000Z,170037M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 13:40:00.306000Z,172422M,Received,Active
Unio Employee Benefits,Add Members,2026-05-25 13:39:59.064000Z,172419M,Received,Active
Ornua Co Operative Limited,Add Members,2026-05-25 13:39:08.262000Z,170965M,Completed,Active
Irish Life,Add Members,2026-05-25 13:37:17.113000Z,171718M,Completed,Active
Maxol Limited,Add Members,2026-05-25 13:35:31.306000Z,171015M,Completed,Active
Finning Ireland Limited,Add Members,2026-05-25 13:35:06.350000Z,170236M,Completed,Active
Wallace Financial Consultants Ltd,Add Members,2026-05-25 13:29:32.344000Z,172423M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-25 13:26:22.013000Z,172422M,Submitted,Active
Pepper Finance Corporation Ireland Ltd,Add Members,2026-05-25 13:24:54.875000Z,170855M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 13:24:19.468000Z,172419M,Submitted,Active
PWC,Add Members,2026-05-25 13:21:54.421000Z,170039M,Completed,Active
Howden Insurance Ireland Limited,Add Members,2026-05-25 13:00:51.537000Z,171196M,Completed,Active
Immedis Ltd,Add Members,2026-05-25 13:00:16.060000Z,171082M,Completed,Active
Flow Technology Limited,Add Members,2026-05-25 12:56:50.367000Z,171129M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 12:31:24.633000Z,172376M,Received,Active
Credit Union Plus Limited,Add Members,2026-05-25 12:20:07.592000Z,170192M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 12:02:52.762000Z,172376M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-25 11:57:56.603000Z,172351M,Received,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-25 11:57:56.231000Z,172347M,Received,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-25 11:43:52.976000Z,172344M,Received,Active
Unio Employee Benefits,Add Members,2026-05-25 11:39:43.092000Z,172351M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-25 11:38:15.728000Z,170824M,Completed,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-25 11:34:13.656000Z,172347M,Submitted,Active
Tim Ryan FCD,Add Members,2026-05-25 11:31:31.893000Z,172330M,Received,Active
Moorehaven Centre Tipperary DAC,Add Members,2026-05-25 11:31:31.459000Z,172337M,Received,Active
Evumed Limited,Add Members,2026-05-25 11:31:30.763000Z,172329M,Received,Active
Unio Employee Benefits,Add Members,2026-05-25 11:31:24.656000Z,172323M,Received,Active
MCG Financial Services Ltd,Add Members,2026-05-25 11:31:23.944000Z,172324M,Received,Active
Monument Insurance Services Ltd,Add Members,2026-05-25 11:30:58.106000Z,167001M,Completed,Active
AG1 EU Enterprise Limited,Add Members,2026-05-25 11:30:08.142000Z,170473M,Cancelled,Active
Doyle Pension Management,Add Members,2026-05-25 11:30:07.814000Z,170070M,Cancelled,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-25 11:28:55.108000Z,172344M,Submitted,Active
Etrawler Unlimited Company,Add Members,2026-05-25 11:27:48.419000Z,170875M,Completed,Active
CCG Aonad Slainte do Mhic Leinn Teo,Add Members,2026-05-25 11:18:47.276000Z,172312M,Received,Active
Freshways limited Company,Add Members,2026-05-25 11:18:41.595000Z,172314M,Received,Active
Moorehaven Centre Tipperary DAC,Add Members,2026-05-25 11:17:55.924000Z,172337M,Submitted,Active
Hitachi Energy Ireland Limited,Add Members,2026-05-25 11:16:50.310000Z,170076M,Completed,Active
NCH Europe Limited,Add Members,2026-05-25 11:16:19.235000Z,170957M,Completed,Active
Merchants Quay Project Limited,Add Members,2026-05-25 11:11:02.103000Z,170850M,Completed,Active
Tim Ryan FCD,Add Members,2026-05-25 11:10:43.496000Z,172330M,Submitted,Active
Evumed Limited,Add Members,2026-05-25 11:09:12.826000Z,172329M,Submitted,Active
MCG Financial Services Ltd,Add Members,2026-05-25 11:06:52.745000Z,172324M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-25 11:02:29.407000Z,172323M,Submitted,Active
Lane Clark and Peacock Ireland Ltd,Add Members,2026-05-25 11:01:00.363000Z,172305M,Received,Active
Brown Thomas and Co Limited,Add Members,2026-05-25 10:54:43.875000Z,171488M,Completed,Active
Freshways limited Company,Add Members,2026-05-25 10:54:39.169000Z,172314M,Submitted,Active
CCG Aonad Slainte do Mhic Leinn Teo,Add Members,2026-05-25 10:49:54.976000Z,172312M,Submitted,Active
Turner and Townsend Limited,Add Members,2026-05-25 10:49:37.934000Z,162931M,Completed,Active
Lane Clark and Peacock Ireland Ltd,Add Members,2026-05-25 10:45:55.549000Z,172305M,Submitted,Active
Shine,Add Members,2026-05-25 10:41:59.184000Z,171224M,Completed,Active
Brett Brothers Limited,Add Members,2026-05-25 10:41:18.797000Z,170158M,Completed,Active
Goldman Sachs Administration Serv Co Ltd,Add Members,2026-05-25 10:36:17.228000Z,172278M,Received,Active
Suse Software Solutions Ireland Limited,Add Members,2026-05-25 10:25:50.726000Z,160375M,Completed,Active
Aldi Stores Ireland,Add Members,2026-05-25 10:23:12.314000Z,172256M,Received,Active
Goldman Sachs Administration Serv Co Ltd,Add Members,2026-05-25 10:22:21.287000Z,172278M,Submitted,Active
Howden Insurance Ireland Limited,Add Members,2026-05-25 10:21:40.714000Z,171262M,Completed,Active
Irish Life,Add Members,2026-05-25 10:04:31.832000Z,170204M,Completed,Active
MCG Financial Services Ltd,Add Members,2026-05-25 09:59:18.009000Z,171269M,Completed,Active
MCG Financial Services Ltd,Add Members,2026-05-25 09:56:41.224000Z,171222M,Completed,Active
Aldi Stores Ireland,Add Members,2026-05-25 09:53:14.520000Z,172256M,Submitted,Active
MMPI,Add Members,2026-05-25 09:49:49.109000Z,170270M,Completed,Active
Howden Insurance Ireland Limited,Add Members,2026-05-25 09:38:17.618000Z,172231M,Received,Active
Hegarty Financial Management,Add Members,2026-05-25 09:32:46.307000Z,170390M,Completed,Active
TransPerfect Translations Limited,Add Members,2026-05-25 09:32:36.203000Z,170027M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 09:26:13.506000Z,170094M,Completed,Active
USAA International SERVCO DAC,Add Members,2026-05-25 09:26:05.030000Z,172221M,Received,Active
Howden Insurance Ireland Limited,Add Members,2026-05-25 09:18:09.223000Z,172231M,Submitted,Active
Booking Holdings Financial Services Intl Ltd,Add Members,2026-05-25 09:16:43.605000Z,170383M,Completed,Active
Irish Life,Add Members,2026-05-25 09:13:22.163000Z,172218M,Received,Active
Aon,Add Members,2026-05-25 09:13:21.755000Z,172217M,Received,Active
Enterprise Ire IDA and Science Foundation,Add Members,2026-05-25 09:12:00.994000Z,170030M,Completed,Active
Sheridan Motor Group Ltd,Add Members,2026-05-25 09:08:50.409000Z,171243M,Completed,Active
Enterprise Ire IDA and Science Foundation,Add Members,2026-05-25 09:08:24.579000Z,166314M,Completed,Active
Enterprise Ire IDA and Science Foundation,Add Members,2026-05-25 09:08:24.324000Z,170023M,Completed,Active
USAA International SERVCO DAC,Add Members,2026-05-25 09:02:01.074000Z,172221M,Submitted,Active
St Vincents Healthcare Group,Add Members,2026-05-25 09:00:52.405000Z,172209M,Received,Active
Kroll Bond Rating Agency Europe Limited,Add Members,2026-05-25 08:59:38.706000Z,170468M,Completed,Active
Irish Life,Add Members,2026-05-25 08:52:25.353000Z,172218M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-25 08:51:06.236000Z,170031M,Completed,Active
Aon,Add Members,2026-05-25 08:48:52.559000Z,172217M,Submitted,Active
Glennon Employee Benefits,Add Members,2026-05-25 08:48:20.505000Z,172207M,Received,Active
St Vincents Healthcare Group,Add Members,2026-05-25 08:40:39.768000Z,172209M,Submitted,Active
Anchor Bay Construction Access Ire Ltd,Add Members,2026-05-25 08:39:53.130000Z,170396M,Completed,Active
MMPI,Add Members,2026-05-25 08:35:26.820000Z,172195M,Received,Active
Glennon Employee Benefits,Add Members,2026-05-25 08:31:44.732000Z,172207M,Submitted,Active
MMPI,Add Members,2026-05-25 08:22:29.903000Z,172185M,Received,Active
MMPI,Add Members,2026-05-25 08:17:32.198000Z,172195M,Submitted,Active
Irish Life,Add Members,2026-05-25 08:07:08.853000Z,170208M,Completed,Active
MMPI,Add Members,2026-05-25 07:57:14.245000Z,172185M,Submitted,Active
MongoDB Limited,Add Members,2026-05-25 07:53:02.056000Z,170778M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-25 07:31:51.131000Z,169513M,Completed,Active
Thermo King,Add Members,2026-05-23 14:23:06.838000Z,170100M,Completed,Active
Irish Life,Add Members,2026-05-23 13:16:58.330000Z,172018M,Completed,Active
Irish Life,Add Members,2026-05-23 12:27:21.559000Z,172018M,Received,Active
Irish Life,Add Members,2026-05-23 12:10:23.412000Z,172018M,Submitted,Active
Irish Medicines Verification Org,Add Members,2026-05-22 16:04:43.077000Z,171847M,Received,Active
Bandon Vale Cheese,Add Members,2026-05-22 15:51:50.508000Z,171836M,Received,Active
Irish Medicines Verification Org,Add Members,2026-05-22 15:45:50.936000Z,171847M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-22 15:39:59.670000Z,171829M,Received,Active
Riverty Services Ireland Ltd,Add Members,2026-05-22 15:39:59.111000Z,171824M,Received,Active
Bandon Vale Cheese,Add Members,2026-05-22 15:39:11.686000Z,171836M,Submitted,Active
Intesa Sanpaolo Assicurazioni Dublin,Add Members,2026-05-22 15:28:41.549000Z,171823M,Received,Active
Unio Employee Benefits,Add Members,2026-05-22 15:25:29.374000Z,171829M,Submitted,Active
Riverty Services Ireland Ltd,Add Members,2026-05-22 15:21:34.088000Z,171824M,Submitted,Active
Reade Pensions and Financial Services Ltd,Add Members,2026-05-22 15:20:04.899000Z,169510M,Cancelled,Active
Kaseya Limited,Add Members,2026-05-22 15:17:04.171000Z,171815M,Received,Active
Intesa Sanpaolo Assicurazioni Dublin,Add Members,2026-05-22 15:12:55.653000Z,171823M,Submitted,Active
Howden Insurance Ireland Limited,Add Members,2026-05-22 15:06:45.999000Z,169583M,Completed,Active
RKD Architects,Add Members,2026-05-22 15:05:10.617000Z,171804M,Received,Active
Kaseya Limited,Add Members,2026-05-22 14:59:32.712000Z,171815M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-22 14:53:18.661000Z,171800M,Received,Active
Irish Life,Add Members,2026-05-22 14:52:21.955000Z,169463M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 14:47:56.598000Z,169665M,Completed,Active
RKD Architects,Add Members,2026-05-22 14:41:46.924000Z,171804M,Submitted,Active
Irish Life,Add Members,2026-05-22 14:41:23.676000Z,171744M,Completed,Active
Center Parcs Ireland Limited,Add Members,2026-05-22 14:36:15.501000Z,169487M,Completed,Active
Glennon Employee Benefits,Add Members,2026-05-22 14:35:44.693000Z,169533M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 14:35:34.433000Z,171800M,Submitted,Active
White Horse Insurance Ireland DAC,Add Members,2026-05-22 14:33:53.967000Z,169639M,Completed,Active
HelsinnBirex Pharmaceuticals Ltd,Add Members,2026-05-22 14:30:09.142000Z,169419M,Completed,Active
CIE Group,Add Members,2026-05-22 14:29:02.490000Z,171776M,Received,Active
Doyle Pension Management,Add Members,2026-05-22 14:15:48.496000Z,169637M,Completed,Active
PHX Ireland Group Limited,Add Members,2026-05-22 14:13:42.483000Z,169618M,Completed,Active
CIE Group,Add Members,2026-05-22 14:07:35.020000Z,171776M,Submitted,Active
Irish Wheelchair Association,Add Members,2026-05-22 14:05:24.890000Z,169456M,Completed,Active
Novo Nordisk Ltd,Add Members,2026-05-22 14:03:39.795000Z,169764M,Completed,Active
Irish Life,Add Members,2026-05-22 13:55:34.029000Z,169531M,Completed,Active
Cheshire Foundation in Ireland,Add Members,2026-05-22 13:53:47.043000Z,169692M,Completed,Active
Irish Life,Add Members,2026-05-22 13:52:27.320000Z,171744M,Received,Active
The Irish Times,Add Members,2026-05-22 13:52:26.937000Z,171743M,Received,Active
Mason Hayes and Curran,Add Members,2026-05-22 13:43:59.383000Z,169506M,Completed,Active
Moneywise Financial Planning Ltd,Add Members,2026-05-22 13:41:02.531000Z,169481M,Cancelled,Active
Unio Employee Benefits,Add Members,2026-05-22 13:40:00.713000Z,169586M,Completed,Active
Ballymore Properties Ire Ltd,Add Members,2026-05-22 13:32:41.049000Z,169440M,Completed,Active
Irish Life,Add Members,2026-05-22 13:32:16.605000Z,171744M,Submitted,Active
The Irish Times,Add Members,2026-05-22 13:32:07.280000Z,171743M,Submitted,Active
Techrete Ireland Limited,Add Members,2026-05-22 13:25:27.084000Z,170319M,Completed,Active
BCMGLOBAL ASI Limited,Add Members,2026-05-22 13:22:09.933000Z,169511M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 13:15:38.837000Z,169498M,Completed,Active
Irish Life,Add Members,2026-05-22 13:14:28.242000Z,171718M,Received,Active
Orsted Onshore Ireland Holdings Limited,Add Members,2026-05-22 13:13:09.075000Z,170237M,Completed,Active
Irish Life,Add Members,2026-05-22 13:06:42.168000Z,171698M,Completed,Active
Irish Life,Add Members,2026-05-22 12:53:08.112000Z,171718M,Submitted,Active
Wolters Kluwer Ireland Ltd,Add Members,2026-05-22 12:51:16.369000Z,170174M,Completed,Active
Irish Life,Add Members,2026-05-22 12:48:29.558000Z,171706M,Received,Active
Irish Life,Add Members,2026-05-22 12:48:28.893000Z,171704M,Received,Active
Specialist Technical Engineering Serv,Add Members,2026-05-22 12:37:08.558000Z,170097M,Completed,Active
Irish Life,Add Members,2026-05-22 12:29:14.011000Z,171706M,Submitted,Active
Irish Life,Add Members,2026-05-22 12:20:45.635000Z,171704M,Submitted,Active
Irish Life,Add Members,2026-05-22 12:19:45.982000Z,171698M,Received,Active
Irish Life,Add Members,2026-05-22 12:07:31.616000Z,171698M,Submitted,Active
Viatel Ireland Ltd,Add Members,2026-05-22 12:01:48.525000Z,169743M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 11:44:03.962000Z,171673M,Received,Active
Unio Employee Benefits,Add Members,2026-05-22 11:43:58.424000Z,171670M,Received,Active
Unio Employee Benefits,Add Members,2026-05-22 11:43:58.364000Z,171668M,Received,Active
Unio Employee Benefits,Add Members,2026-05-22 11:29:53.419000Z,171673M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-22 11:28:04.752000Z,171670M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-22 11:26:10.714000Z,171668M,Submitted,Active
Stantec UK Limited Ireland Branch,Add Members,2026-05-22 11:20:01.811000Z,171652M,Received,Active
Tandem Project Management Limited,Add Members,2026-05-22 11:20:01.045000Z,171653M,Received,Active
Milestone Integration Services Ltd,Add Members,2026-05-22 11:09:12.766000Z,169997M,Completed,Active
Tandem Project Management Limited,Add Members,2026-05-22 11:03:06.881000Z,171653M,Submitted,Active
Stantec UK Limited Ireland Branch,Add Members,2026-05-22 11:02:04.631000Z,171652M,Submitted,Active
Sumitomo Mitsui Banking Corporation,Add Members,2026-05-22 10:58:14.495000Z,170395M,Completed,Active
Riot Games Ltd,Add Members,2026-05-22 10:55:38.934000Z,171621M,Received,Active
Western Care Association,Add Members,2026-05-22 10:45:07.390000Z,171094M,Completed,Active
Etrawler Unlimited Company,Add Members,2026-05-22 10:42:34.992000Z,169796M,Completed,Active
Murray Design and Engineering Limited,Add Members,2026-05-22 10:38:28.486000Z,170374M,Completed,Active
Sumitomo Mitsui Banking Corporation,Add Members,2026-05-22 10:36:27.266000Z,170397M,Completed,Active
Riot Games Ltd,Add Members,2026-05-22 10:32:31.368000Z,171621M,Submitted,Active
ICOS Board,Add Members,2026-05-22 10:32:01.648000Z,171595M,Received,Active
Unio Employee Benefits,Add Members,2026-05-22 10:31:55.488000Z,171606M,Received,Active
Digicert Ireland Ltd DC Pension Scheme,Add Members,2026-05-22 10:31:55.285000Z,171594M,Received,Active
BNL Sciences Limited,Add Members,2026-05-22 10:30:28.476000Z,166651M,Completed,Active
St Vincents Healthcare Group,Add Members,2026-05-22 10:30:18.420000Z,169620M,Completed,Active
Avanci International Ltd,Add Members,2026-05-22 10:26:36.973000Z,169873M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 10:19:58.652000Z,171583M,Received,Active
St Vincents Healthcare Group,Add Members,2026-05-22 10:19:23.424000Z,169605M,Completed,Active
eFlexes,Add Members,2026-05-22 10:19:12.730000Z,169540M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 10:16:18.478000Z,171606M,Submitted,Active
ICOS Board,Add Members,2026-05-22 10:10:56.635000Z,171595M,Submitted,Active
Digicert Ireland Ltd DC Pension Scheme,Add Members,2026-05-22 10:10:55.896000Z,171594M,Submitted,Active
Irish Life,Add Members,2026-05-22 10:07:46.206000Z,171570M,Received,Active
Comhar Linn INTO Credit Union Ltd,Add Members,2026-05-22 10:03:14.453000Z,169835M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-22 09:59:58.864000Z,171583M,Submitted,Active
Moog Ireland Limited,Add Members,2026-05-22 09:55:41.742000Z,171562M,Received,Active
Pramerica Systems Ireland Ltd,Add Members,2026-05-22 09:55:40.932000Z,171557M,Received,Active
Aramex Ireland Limited,Add Members,2026-05-22 09:53:08.665000Z,169543M,Completed,Active
Irish Life,Add Members,2026-05-22 09:51:54.255000Z,171570M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-22 09:50:51.754000Z,170136M,Completed,Active
Irish Life,Add Members,2026-05-22 09:43:41.161000Z,171546M,Received,Active
Moog Ireland Limited,Add Members,2026-05-22 09:43:00.982000Z,171562M,Submitted,Active
Pramerica Systems Ireland Ltd,Add Members,2026-05-22 09:38:57.268000Z,171557M,Submitted,Active
Neuberger Berman Asset Mgmt Irl Ltd,Add Members,2026-05-22 09:31:44.595000Z,171537M,Received,Active
Irish Life,Add Members,2026-05-22 09:29:44.071000Z,171546M,Submitted,Active
MBC Financial Ltd,Add Members,2026-05-22 09:19:58.018000Z,171535M,Received,Active
Irish Life,Add Members,2026-05-22 09:19:57.778000Z,171534M,Received,Active
Unio Employee Benefits,Add Members,2026-05-22 09:19:26.940000Z,170408M,Completed,Active
Neuberger Berman Asset Mgmt Irl Ltd,Add Members,2026-05-22 09:16:36.424000Z,171537M,Submitted,Active
