Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Pramerica Systems Ireland Ltd,Update Members,2026-06-04 12:04:05.737000Z,172505M,Completed,Active
Unio Employee Benefits,Update Members,2026-06-04 12:02:30.295000Z,173431M,Cancelled,Active
Prosper Group Fingal and Meath,Update Members,2026-06-04 11:01:33.951000Z,173622M,Completed,Active
Matheson Support Services Unlimited Co,Update Members,2026-06-04 10:42:25.155000Z,176474M,Received,Active
Matheson Support Services Unlimited Co,Update Members,2026-06-04 10:28:19.536000Z,176474M,Submitted,Active
Aldi Stores Ireland,Update Members,2026-06-03 15:32:54.753000Z,172833M,Completed,Active
SEB Life Intl Assurance Company DAC,Update Members,2026-06-03 13:08:52.324000Z,155597M,Cancelled,Active
Magnet Networks Ltd,Update Members,2026-06-03 12:50:16.832000Z,173647M,Completed,Active
Roadstone Limited,Update Members,2026-06-03 12:46:57.660000Z,173288M,Completed,Active
Kerry Group Plc,Update Members,2026-06-03 11:15:10.069000Z,175945M,Received,Active
Kerry Group Plc,Update Members,2026-06-03 10:49:25.361000Z,175945M,Submitted,Active
BNL Sciences Limited,Update Members,2026-06-03 10:18:51.811000Z,175913M,Received,Active
BNL Sciences Limited,Update Members,2026-06-03 09:55:03.426000Z,175913M,Submitted,Active
MongoDB Limited,Update Members,2026-06-02 15:48:40.238000Z,175622M,Received,Active
MongoDB Limited,Update Members,2026-06-02 15:30:08.926000Z,175622M,Submitted,Active
Tesla Motors Ireland Limited,Update Members,2026-06-02 14:55:58.620000Z,175577M,Received,Active
Caredoc,Update Members,2026-06-02 14:43:01.952000Z,175564M,Received,Active
Tesla Motors Ireland Limited,Update Members,2026-06-02 14:34:31.919000Z,175577M,Submitted,Active
Caredoc,Update Members,2026-06-02 14:20:57.260000Z,175564M,Submitted,Active
Caredoc,Update Members,2026-06-02 14:17:12.639000Z,175550M,Received,Active
Caredoc,Update Members,2026-06-02 14:00:38.660000Z,175550M,Submitted,Active
Securitas Security Services Ireland Ltd,Update Members,2026-06-02 13:24:43.182000Z,175508M,Received,Active
Securitas Security Services Ireland Ltd,Update Members,2026-06-02 13:03:57.328000Z,175508M,Submitted,Active
Darwin,Update Members,2026-06-02 12:03:17.472000Z,147239M,Cancelled,Active
Caragh Tool and Die Ltd,Update Members,2026-06-02 10:42:08.027000Z,174149M,Completed,Active
Securitas Security Services Ireland Ltd,Update Members,2026-06-02 10:42:02.525000Z,174676M,Completed,Active
Intercom R and D Unlimited Company,Update Members,2026-06-02 10:41:56.714000Z,174701M,Completed,Active
Comhlucht Iascaireacht Fanad Teoranta,Update Members,2026-06-02 10:41:41.191000Z,174702M,Completed,Active
Demonware Limited,Update Members,2026-06-02 10:19:56.761000Z,175380M,Received,Active
Mason Hayes and Curran,Update Members,2026-06-02 10:02:59.920000Z,154442M,Completed,Active
Demonware Limited,Update Members,2026-06-02 10:01:01.170000Z,175380M,Submitted,Active
Tata Consultancy Services Ltd,Update Members,2026-06-02 09:20:34.196000Z,175345M,Received,Active
Tata Consultancy Services Ltd,Update Members,2026-06-02 09:00:52.159000Z,175345M,Submitted,Active
Immedis Ltd,Update Members,2026-06-02 08:28:24.819000Z,172460M,Completed,Active
TransPerfect Translations Limited,Update Members,2026-06-02 07:44:54.233000Z,175297M,Received,Active
TransPerfect Translations Limited,Update Members,2026-06-02 07:22:22.177000Z,175297M,Submitted,Active
ProAmpac Donegal Limited,Add Members,2026-06-30 17:38:16.339000Z,191696M,Received,Active
Irish Life,Add Members,2026-06-30 17:25:45.005000Z,191611M,Completed,Active
ProAmpac Donegal Limited,Add Members,2026-06-30 17:22:32.627000Z,191696M,Submitted,Active
Dunnhumby Ireland Limited,Add Members,2026-06-30 16:59:04.601000Z,175628M,Completed,Active
Qualio,Add Members,2026-06-30 16:51:12.984000Z,191676M,Received,Active
Qualio,Add Members,2026-06-30 16:26:24.713000Z,191676M,Submitted,Active
Neopul Ireland,Add Members,2026-06-30 16:22:58.095000Z,191659M,Received,Active
Neopul Ireland,Add Members,2026-06-30 16:08:48.801000Z,191652M,Received,Active
Neopul Ireland,Add Members,2026-06-30 16:01:13.510000Z,191659M,Submitted,Active
Irish Life,Add Members,2026-06-30 15:58:12.262000Z,191640M,Completed,Active
Aon,Add Members,2026-06-30 15:54:45.358000Z,191642M,Received,Active
Neopul Ireland,Add Members,2026-06-30 15:47:15.983000Z,191652M,Submitted,Active
Irish Life,Add Members,2026-06-30 15:41:19.188000Z,191640M,Received,Active
Dornan Engineering Limited,Add Members,2026-06-30 15:41:18.461000Z,191641M,Received,Active
Anglo Beef Processors Ireland,Add Members,2026-06-30 15:38:07.958000Z,189657M,Completed,Active
Mars Foods Ireland Ltd,Add Members,2026-06-30 15:32:56.684000Z,176173M,Completed,Active
Age Action Ireland Limited,Add Members,2026-06-30 15:28:40.139000Z,189699M,Completed,Active
Aon,Add Members,2026-06-30 15:28:30.829000Z,191642M,Submitted,Active
Opening HR Limited,Add Members,2026-06-30 15:27:59.472000Z,189812M,Completed,Active
Bluechip Financial Consultants,Add Members,2026-06-30 15:23:15.655000Z,189652M,Cancelled,Active
Renaissance Services of Europe Limited,Add Members,2026-06-30 15:20:55.338000Z,184548M,Completed,Active
Dornan Engineering Limited,Add Members,2026-06-30 15:20:28.253000Z,191641M,Submitted,Active
Irish Life,Add Members,2026-06-30 15:15:29.286000Z,191640M,Submitted,Active
BKD and Partners Limited,Add Members,2026-06-30 15:15:29.195000Z,189820M,Completed,Active
Irish Life,Add Members,2026-06-30 15:07:55.608000Z,191613M,Completed,Active
Irish Life,Add Members,2026-06-30 15:02:28.587000Z,191594M,Completed,Active
Irish Life,Add Members,2026-06-30 14:59:18.989000Z,191613M,Received,Active
Irish Life,Add Members,2026-06-30 14:59:12.263000Z,191611M,Received,Active
SYS Financial Planning,Add Members,2026-06-30 14:57:20.998000Z,190184M,Completed,Active
Merchants Quay Project Limited,Add Members,2026-06-30 14:45:17.256000Z,191605M,Received,Active
Unio Employee Benefits,Add Members,2026-06-30 14:45:16.852000Z,191595M,Received,Active
Irish Life,Add Members,2026-06-30 14:45:16.057000Z,191594M,Received,Active
Irish Life,Add Members,2026-06-30 14:40:07.968000Z,190197M,Completed,Active
Mondelez International,Add Members,2026-06-30 14:39:06.996000Z,189768M,Completed,Active
Irish Life,Add Members,2026-06-30 14:32:58.703000Z,191613M,Submitted,Active
Irish Life,Add Members,2026-06-30 14:32:21.499000Z,191611M,Submitted,Active
Brinks Cash Services  Ireland  Limited,Add Members,2026-06-30 14:30:55.078000Z,191592M,Received,Active
Merchants Quay Project Limited,Add Members,2026-06-30 14:26:36.646000Z,191605M,Submitted,Active
Sanbra Fyffe Limited,Add Members,2026-06-30 14:25:49.032000Z,191339M,Completed,Active
CBRE GWS Limited,Add Members,2026-06-30 14:21:00.954000Z,191499M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-30 14:17:37.990000Z,191595M,Submitted,Active
Irish Life,Add Members,2026-06-30 14:17:20.010000Z,191594M,Submitted,Active
Irish Life,Add Members,2026-06-30 14:16:39.265000Z,191582M,Received,Active
Irish Life,Add Members,2026-06-30 14:16:29.550000Z,191587M,Received,Active
Irish Life,Add Members,2026-06-30 14:16:27.313000Z,191584M,Received,Active
Irish Life,Add Members,2026-06-30 14:16:25.063000Z,191585M,Received,Active
Howden Insurance Ireland Limited,Add Members,2026-06-30 14:16:22.845000Z,191577M,Received,Active
AWP Health and Life SA,Add Members,2026-06-30 14:14:15.386000Z,189665M,Completed,Active
Brinks Cash Services  Ireland  Limited,Add Members,2026-06-30 14:11:21.050000Z,191592M,Submitted,Active
Irish Life,Add Members,2026-06-30 13:57:40.134000Z,191587M,Submitted,Active
Irish Life,Add Members,2026-06-30 13:57:05.588000Z,191585M,Submitted,Active
Irish Life,Add Members,2026-06-30 13:56:18.090000Z,191584M,Submitted,Active
Irish Life,Add Members,2026-06-30 13:55:02.983000Z,191582M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-30 13:54:36.839000Z,189753M,Completed,Active
Howden Insurance Ireland Limited,Add Members,2026-06-30 13:48:54.084000Z,191577M,Submitted,Active
Howden Insurance Ireland Limited,Add Members,2026-06-30 13:47:39.529000Z,191556M,Received,Active
Oasis Ltd,Add Members,2026-06-30 13:47:36.442000Z,191565M,Received,Active
Insight Private Clients,Add Members,2026-06-30 13:45:44.911000Z,189586M,Completed,Active
St Vincents Healthcare Group,Add Members,2026-06-30 13:42:19.011000Z,189861M,Completed,Active
Oasis Ltd,Add Members,2026-06-30 13:30:35.524000Z,191565M,Submitted,Active
Howden Insurance Ireland Limited,Add Members,2026-06-30 13:24:16.482000Z,191556M,Submitted,Active
McKesson Cork Business Solutions UC,Add Members,2026-06-30 13:20:40.351000Z,191359M,Completed,Active
USAA International SERVCO DAC,Add Members,2026-06-30 13:20:04.916000Z,191535M,Received,Active
Irish Life,Add Members,2026-06-30 13:17:20.006000Z,191512M,Completed,Active
Co Wexford Community Workshop New Ross CLG ta Cumas,Add Members,2026-06-30 13:05:53.120000Z,191528M,Received,Active
USAA International SERVCO DAC,Add Members,2026-06-30 12:52:46.136000Z,191535M,Submitted,Active
Co Wexford Community Workshop New Ross CLG ta Cumas,Add Members,2026-06-30 12:36:33.498000Z,191528M,Submitted,Active
Irish Life,Add Members,2026-06-30 12:36:11.691000Z,191512M,Received,Active
St Catherines Association CLG,Add Members,2026-06-30 12:36:05.998000Z,191515M,Received,Active
Irish Cement Ltd,Add Members,2026-06-30 12:21:57.727000Z,191502M,Received,Active
CBRE GWS Limited,Add Members,2026-06-30 12:21:56.919000Z,191499M,Received,Active
St Catherines Association CLG,Add Members,2026-06-30 12:20:28.078000Z,191515M,Submitted,Active
Irish Life,Add Members,2026-06-30 12:16:54.215000Z,191512M,Submitted,Active
Reade Pensions and Financial Services Ltd,Add Members,2026-06-30 12:11:45.190000Z,190223M,Completed,Active
Society of Saint Vincent De Paul,Add Members,2026-06-30 12:07:11.557000Z,191478M,Received,Active
Unio Employee Benefits,Add Members,2026-06-30 12:07:06.576000Z,191480M,Received,Active
Irish Cement Ltd,Add Members,2026-06-30 11:56:44.906000Z,191502M,Submitted,Active
CBRE GWS Limited,Add Members,2026-06-30 11:55:01.381000Z,191499M,Submitted,Active
AWP Health and Life SA,Add Members,2026-06-30 11:49:59.561000Z,191471M,Received,Active
Unio Employee Benefits,Add Members,2026-06-30 11:35:05.620000Z,191480M,Submitted,Active
Society of Saint Vincent De Paul,Add Members,2026-06-30 11:32:34.696000Z,191478M,Submitted,Active
AWP Health and Life SA,Add Members,2026-06-30 11:21:42.866000Z,191471M,Submitted,Active
Journey  Financial Planning Ltd,Add Members,2026-06-30 11:00:52.206000Z,191463M,Submitted,Active
BNL Sciences Limited,Add Members,2026-06-30 10:48:30.437000Z,189592M,Completed,Active
Compassrock International Ireland Ltd,Add Members,2026-06-30 10:47:49.600000Z,191425M,Received,Active
Coillte Teoranta,Add Members,2026-06-30 10:47:47.858000Z,191421M,Received,Active
Compassrock International Ireland Ltd,Add Members,2026-06-30 10:47:42.008000Z,191428M,Received,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-30 10:45:41.309000Z,191451M,Submitted,Active
Bon Secours Health System CLG,Add Members,2026-06-30 10:43:34.145000Z,189674M,Completed,Active
Atradius,Add Members,2026-06-30 10:43:30.721000Z,191449M,Submitted,Active
Dublin Central Mission,Add Members,2026-06-30 10:33:14.197000Z,191409M,Received,Active
Net Zero Group,Add Members,2026-06-30 10:33:13.736000Z,191413M,Received,Active
Compassrock International Ireland Ltd,Add Members,2026-06-30 10:28:14.622000Z,191428M,Submitted,Active
Compassrock International Ireland Ltd,Add Members,2026-06-30 10:27:25.907000Z,191425M,Submitted,Active
Coillte Teoranta,Add Members,2026-06-30 10:25:27.308000Z,191421M,Submitted,Active
Fairstone Asset Management DAC,Add Members,2026-06-30 10:19:00.860000Z,190387M,Completed,Active
Bon Secours Health System CLG,Add Members,2026-06-30 10:18:50.142000Z,189675M,Completed,Active
Revolut Ltd,Add Members,2026-06-30 10:18:43.979000Z,191403M,Received,Active
Net Zero Group,Add Members,2026-06-30 10:14:42.139000Z,191413M,Submitted,Active
Dublin Central Mission,Add Members,2026-06-30 10:05:07.924000Z,191409M,Submitted,Active
Chemifloc Limited,Add Members,2026-06-30 10:04:25.723000Z,191382M,Received,Active
Saint Gobain Construction Products Ire Ltd,Add Members,2026-06-30 10:04:17.374000Z,191385M,Received,Active
SUMUP Ltd,Add Members,2026-06-30 10:04:16.567000Z,191393M,Received,Active
Revolut Ltd,Add Members,2026-06-30 09:59:52.610000Z,191403M,Submitted,Active
Cumann Luthchleas Gael,Add Members,2026-06-30 09:53:49.565000Z,190330M,Completed,Active
Irish Life,Add Members,2026-06-30 09:47:01.549000Z,191378M,Received,Active
SUMUP Ltd,Add Members,2026-06-30 09:43:59.998000Z,191393M,Submitted,Active
Saint Gobain Construction Products Ire Ltd,Add Members,2026-06-30 09:35:43.390000Z,191385M,Submitted,Active
Chemifloc Limited,Add Members,2026-06-30 09:34:38.470000Z,191382M,Submitted,Active
Irish Life,Add Members,2026-06-30 09:31:00.716000Z,191378M,Submitted,Active
McKesson Cork Business Solutions UC,Add Members,2026-06-30 09:18:18.086000Z,191359M,Received,Active
Unio Employee Benefits,Add Members,2026-06-30 09:18:11.323000Z,191356M,Received,Active
Apleona Ireland Limited,Add Members,2026-06-30 09:03:44.714000Z,191351M,Received,Active
Unio Employee Benefits,Add Members,2026-06-30 08:59:48.013000Z,190395M,Completed,Active
McKesson Cork Business Solutions UC,Add Members,2026-06-30 08:58:47.082000Z,191359M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-30 08:54:21.537000Z,191356M,Submitted,Active
Riot Games Ltd,Add Members,2026-06-30 08:53:44.535000Z,189892M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-30 08:49:51.458000Z,191343M,Received,Active
Sanbra Fyffe Limited,Add Members,2026-06-30 08:49:50.467000Z,191339M,Received,Active
Net Zero Group,Add Members,2026-06-30 08:49:49.931000Z,191338M,Received,Active
Securitas Technology Ireland Limited,Add Members,2026-06-30 08:49:44.087000Z,191345M,Received,Active
Moorehaven Centre Tipperary DAC,Add Members,2026-06-30 08:48:53.256000Z,190849M,Completed,Active
Ellucian Ireland Limited,Add Members,2026-06-30 08:48:42.571000Z,189979M,Completed,Active
Apleona Ireland Limited,Add Members,2026-06-30 08:43:17.526000Z,191351M,Submitted,Active
Securitas Technology Ireland Limited,Add Members,2026-06-30 08:29:50.433000Z,191345M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-30 08:27:15.099000Z,191343M,Submitted,Active
Sanbra Fyffe Limited,Add Members,2026-06-30 08:24:55.044000Z,191339M,Submitted,Active
Net Zero Group,Add Members,2026-06-30 08:23:54.479000Z,191338M,Submitted,Active
Irish Life,Add Members,2026-06-30 08:17:29.851000Z,191326M,Received,Active
Irish Life,Add Members,2026-06-30 08:02:38.633000Z,191326M,Submitted,Active
Kingfisher,Add Members,2026-06-30 07:48:54.522000Z,191316M,Received,Active
Kingfisher,Add Members,2026-06-30 07:35:46.398000Z,191316M,Submitted,Active
Irish Business and Employers Confederation,Add Members,2026-06-29 20:04:58.809000Z,191213M,Received,Active
Irish Business and Employers Confederation,Add Members,2026-06-29 19:44:28.962000Z,191213M,Submitted,Active
RSM Ireland Business Advisory Ltd,Add Members,2026-06-29 18:27:01.154000Z,191193M,Received,Active
RSM Ireland Business Advisory Ltd,Add Members,2026-06-29 18:27:00.737000Z,191194M,Received,Active
RSM Ireland Business Advisory Ltd,Add Members,2026-06-29 18:07:14.919000Z,191194M,Submitted,Active
RSM Ireland Business Advisory Ltd,Add Members,2026-06-29 18:06:11.339000Z,191193M,Submitted,Active
Irish Life,Add Members,2026-06-29 16:37:16.049000Z,190905M,Cancelled,Active
Unio Employee Benefits,Add Members,2026-06-29 16:23:32.006000Z,191163M,Received,Active
Irish Life,Add Members,2026-06-29 16:16:29.424000Z,190909M,Completed,Active
Ornua Co Operative Limited,Add Members,2026-06-29 16:09:47.801000Z,191158M,Received,Active
Unio Employee Benefits,Add Members,2026-06-29 16:09:43.496000Z,191163M,Submitted,Active
Ornua Co Operative Limited,Add Members,2026-06-29 15:54:48.507000Z,191158M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-29 15:52:52.544000Z,189564M,Completed,Active
Irish Life,Add Members,2026-06-29 15:44:36.351000Z,190865M,Completed,Active
Ornua Co Operative Limited,Add Members,2026-06-29 15:42:55.280000Z,191140M,Received,Active
Dunnhumby Ireland Limited,Add Members,2026-06-29 15:42:54.600000Z,191137M,Received,Active
Jazz Pharmaceuticals Ireland Limited,Add Members,2026-06-29 15:31:38.599000Z,189262M,Completed,Active
O Neill O Malley Ltd,Add Members,2026-06-29 15:29:07.398000Z,191127M,Received,Active
Tata Consultancy Services Ltd,Add Members,2026-06-29 15:29:06.636000Z,191117M,Received,Active
Ornua Co Operative Limited,Add Members,2026-06-29 15:28:30.941000Z,191140M,Submitted,Active
Dunnhumby Ireland Limited,Add Members,2026-06-29 15:25:57.091000Z,191137M,Submitted,Active
O Neill O Malley Ltd,Add Members,2026-06-29 15:13:46.187000Z,191127M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-29 15:07:04.537000Z,189236M,Cancelled,Active
Tata Consultancy Services Ltd,Add Members,2026-06-29 15:04:01.402000Z,191117M,Submitted,Active
Kaseya Limited,Add Members,2026-06-29 14:57:21.367000Z,189411M,Completed,Active
PROMETRIC IRELAND LTD,Add Members,2026-06-29 14:43:37.424000Z,191075M,Received,Active
MongoDB Limited,Add Members,2026-06-29 14:33:15.200000Z,189962M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-29 14:22:23.921000Z,176101M,Completed,Active
PROMETRIC IRELAND LTD,Add Members,2026-06-29 14:15:20.537000Z,191075M,Submitted,Active
Net Zero Group,Add Members,2026-06-29 14:14:37.328000Z,189821M,Completed,Active
Caredoc,Add Members,2026-06-29 14:13:26.601000Z,191057M,Received,Active
Zellis,Add Members,2026-06-29 14:07:45.752000Z,189295M,Completed,Active
Mason Technology Limited,Add Members,2026-06-29 14:04:30.004000Z,189210M,Completed,Active
